 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC__(ICRF),  R.A.__(a-app), DEC_(a-app),  dRA*cosD, d(DEC)/dt, Azi_(a-app), Elev_(a-app),  dAZ*cosE, d(ELV)/dt,   X_(sat-prim), Y_(sat-prim), SatPANG,  L_Ap_Sid_Time,  a-mass, mag_ex,    APmag,  S-brt,      Illu%,             delta,     deldot,     S-O-T,/r,     S-T-O,  T-O-M, MN_Illu%,    PsAng,   PsAMV,  Cnst,,RA_deg_ICRF,DEC_deg_ICRF,MJD
 2023-Jan-28 00:00, , , 17 47 09.70, -30 15 37.2,    17 48 36.65, -30 16 06.6,  95.32652,  -0.69352,        n.a.,         n.a.,      n.a.,      n.a.,     -147083.15,    -43001.97, 244.588,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.52065,  2.16070700637895, -5.4372403,   40.7371,/L,   24.4332,  122.3,  43.4997,  263.262, 262.463,   Sco,,266.79041666666666,-30.26033333333333,59972.0
 2023-Jan-29 00:00, , , 17 50 06.00, -30 15 53.1,    17 51 32.98, -30 16 16.6,  95.01523,  -0.15103,        n.a.,         n.a.,      n.a.,      n.a.,     -148326.65,    -43961.19, 244.357,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.46645,  2.15752884407656, -5.5689720,   41.1068,/L,   24.5829,  134.5,  53.8388,  263.082, 262.030,   Sco,,267.5249999999999,-30.26475,59973.0
 2023-Jan-30 00:00, , , 17 53 01.72, -30 15 56.0,    17 54 28.74, -30 16 13.8,  94.70179,  0.386383,        n.a.,         n.a.,      n.a.,      n.a.,     -149570.96,    -44926.84, 244.131,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.41197,  2.15427459183042, -5.7007590,   41.4783,/L,   24.7326,  146.5,  63.7120,  262.902, 261.599,   Sco,,268.25716666666665,-30.265555555555554,59974.0
 2023-Jan-31 00:00, , , 17 55 56.87, -30 15 46.1,    17 57 23.91, -30 15 58.0,  94.38630,  0.918623,        n.a.,         n.a.,      n.a.,      n.a.,     -150815.91,    -45898.64, 243.909,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.35722,  2.15094419558197, -5.8326765,   41.8517,/L,   24.8821,  158.1,  72.8080,  262.722, 261.168,   Sco,,268.9869583333333,-30.262805555555556,59975.0
 2023-Feb-01 00:00, , , 17 58 51.43, -30 15 23.4,    18 00 18.49, -30 15 29.6,  94.06882,  1.445614,        n.a.,         n.a.,      n.a.,      n.a.,     -152061.36,    -46876.32, 243.693,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.30221,  2.14753756028693, -5.9647913,   42.2268,/L,   25.0315,  169.3,  80.8788,  262.542, 260.740,   Sgr,,269.7142916666666,-30.2565,59976.0
 2023-Feb-02 00:00, , , 18 01 45.38, -30 14 48.2,    18 03 12.46, -30 14 48.6,  93.74940,  1.967286,        n.a.,         n.a.,      n.a.,      n.a.,     -153307.18,    -47859.60, 243.481,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.24694,  2.14405455440522, -6.0971633,   42.6038,/L,   25.1807,  177.0,  87.7199,  262.363, 260.313,   Sgr,,270.4390833333333,-30.246722222222225,59977.0
 2023-Feb-03 00:00, , , 18 04 38.72, -30 14 00.4,    18 06 05.82, -30 13 55.2,  93.42806,  2.483573,        n.a.,         n.a.,      n.a.,      n.a.,     -154553.27,    -48848.20, 243.274,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.19143,  2.14049501339313, -6.2298472,   42.9826,/L,   25.3298,  167.4,  93.1589,  262.183, 259.888,   Sgr,,271.1613333333333,-30.233444444444444,59978.0
 2023-Feb-04 00:00, , , 18 07 31.44, -30 13 00.3,    18 08 58.55, -30 12 49.5,  93.10479,  2.994412,        n.a.,         n.a.,      n.a.,      n.a.,     -155799.50,    -49841.86, 243.073,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.13567,  2.13685874219214, -6.3628941,   43.3632,/L,   25.4788,  156.4,  97.0512,  262.003, 259.465,   Sgr,,271.881,-30.216749999999998,59979.0
 2023-Feb-05 00:00, , , 18 10 23.54, -30 11 48.0,    18 11 50.64, -30 11 31.6,  92.77960,  3.499748,        n.a.,         n.a.,      n.a.,      n.a.,     -157045.79,    -50840.29, 242.876,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.07967,  2.13314551714078, -6.4963521,   43.7455,/L,   25.6275,  145.2,  99.2821,  261.824, 259.043,   Sgr,,272.59808333333336,-30.196666666666665,59980.0
 2023-Feb-06 00:00, , , 18 13 14.99, -30 10 23.7,    18 14 42.09, -30 10 01.6,  92.45242,  3.999526,        n.a.,         n.a.,      n.a.,      n.a.,     -158292.05,    -51843.23, 242.684,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.02345,  2.12935508787930, -6.6302654,   44.1297,/L,   25.7761,  134.0,  99.7721,  261.645, 258.624,   Sgr,,273.31245833333327,-30.17325,59981.0
 2023-Feb-07 00:00, , , 18 16 05.79, -30 08 47.3,    18 17 32.87, -30 08 19.7,  92.12319,  4.493698,        n.a.,         n.a.,      n.a.,      n.a.,     -159538.21,    -52850.41, 242.498,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.96699,  2.12548717975318, -6.7646735,   44.5158,/L,   25.9245,  122.7,  98.4826,  261.467, 258.207,   Sgr,,274.02412499999997,-30.146472222222222,59982.0
 2023-Feb-08 00:00, , , 18 18 55.94, -30 06 59.2,    18 20 23.00, -30 06 26.0,  91.79183,  4.982217,        n.a.,         n.a.,      n.a.,      n.a.,     -160784.18,    -53861.58, 242.317,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.91033,  2.12154149703274, -6.8996097,   44.9036,/L,   26.0726,  111.3,  95.4210,  261.289, 257.791,   Sgr,,274.7330833333333,-30.116444444444447,59983.0
 2023-Feb-09 00:00, , , 18 21 45.41, -30 04 59.4,    18 23 12.44, -30 04 20.6,  91.45820,  5.465036,        n.a.,         n.a.,      n.a.,      n.a.,     -162029.92,    -54876.46, 242.141,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.85345,  2.11751772704640, -7.0350992,   45.2932,/L,   26.2205,   99.8,  90.6427,  261.111, 257.378,   Sgr,,275.43920833333334,-30.083166666666667,59984.0
 2023-Feb-10 00:00, , , 18 24 34.22, -30 02 48.0,    18 26 01.21, -30 02 03.7,  91.12218,  5.942112,        n.a.,         n.a.,      n.a.,      n.a.,     -163275.38,    -55894.81, 241.971,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.79638,  2.11341554517503, -7.1711579,   45.6847,/L,   26.3682,   88.2,  84.2515,  260.934, 256.967,   Sgr,,276.1425833333333,-30.046666666666667,59985.0
 2023-Feb-11 00:00, , , 18 27 22.33, -30 00 25.2,    18 28 49.29, -29 59 35.4,  90.78359,  6.413399,        n.a.,         n.a.,      n.a.,      n.a.,     -164520.50,    -56916.37, 241.806,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.73911,  2.10923462066238, -7.3077909,   46.0780,/L,   26.5155,   76.3,  76.4016,  260.758, 256.559,   Sgr,,276.8430416666666,-30.007,59986.0
 2023-Feb-12 00:00, , , 18 30 09.75, -29 57 51.2,    18 31 36.66, -29 56 55.9,  90.44223,  6.878853,        n.a.,         n.a.,      n.a.,      n.a.,     -165765.26,    -57940.89, 241.646,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.68166,  2.10497462340491, -7.4449904,   46.4731,/L,   26.6626,   64.2,  67.3014,  260.582, 256.153,   Sgr,,277.540625,-29.964222222222222,59987.0
 2023-Feb-13 00:00, , , 18 32 56.47, -29 55 06.0,    18 34 23.33, -29 54 05.2,  90.09788,  7.338423,        n.a.,         n.a.,      n.a.,      n.a.,     -167009.62,    -58968.11, 241.492,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.62405,  2.10063523227258, -7.5827324,   46.8700,/L,   26.8094,   51.9,  57.2242,  260.407, 255.749,   Sgr,,278.2352916666667,-29.918333333333333,59988.0
 2023-Feb-14 00:00, , , 18 35 42.47, -29 52 09.8,    18 37 09.29, -29 51 03.5,  89.75029,  7.792059,        n.a.,         n.a.,      n.a.,      n.a.,     -168253.55,    -59997.80, 241.344,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.56628,  2.09621614597044, -7.7209711,   47.2688,/L,   26.9558,   39.1,  46.5236,  260.233, 255.348,   Sgr,,278.92695833333323,-29.86938888888889,59989.0
 2023-Feb-15 00:00, , , 18 38 27.74, -29 49 02.8,    18 39 54.52, -29 47 51.0,  89.39919,  8.239703,        n.a.,         n.a.,      n.a.,      n.a.,     -169497.05,    -61029.69, 241.200,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.50836,  2.09171709775220, -7.8596311,   47.6695,/L,   27.1018,   26.0,  35.6519,  260.059, 254.949,   Sgr,,279.6155833333333,-29.817444444444444,59990.0
 2023-Feb-16 00:00, , , 18 41 12.28, -29 45 45.1,    18 42 39.01, -29 44 27.9,  89.04431,  8.681292,        n.a.,         n.a.,      n.a.,      n.a.,     -170740.07,    -62063.52, 241.063,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.45032,  2.08713787506527, -7.9985987,   48.0720,/L,   27.2475,   12.6,  25.1703,  259.887, 254.553,   Sgr,,280.30116666666663,-29.762527777777777,59991.0
 2023-Feb-17 00:00, , , 18 43 56.06, -29 42 16.8,    18 45 22.75, -29 40 54.3,  88.68539,  9.116763,        n.a.,         n.a.,      n.a.,      n.a.,     -171982.62,    -63099.03, 240.931,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.39216,  2.08247834396010, -8.1377148,   48.4763,/L,   27.3927,  2.648,  15.7362,  259.715, 254.159,   Sgr,,280.9835833333333,-29.704666666666665,59992.0
 2023-Feb-18 00:00, , , 18 46 39.09, -29 38 38.1,    18 48 05.73, -29 37 10.3,  88.32230,  9.546048,        n.a.,         n.a.,      n.a.,      n.a.,     -173224.65,    -64135.93, 240.804,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.33390,  2.07773847554121, -8.2767758,   48.8825,/L,   27.5375,   16.0,   8.0493,  259.545, 253.769,   Sgr,,281.662875,-29.643916666666666,59993.0
 2023-Feb-19 00:00, , , 18 49 21.35, -29 34 49.1,    18 50 47.93, -29 33 16.2,  87.95501,  9.969089,        n.a.,         n.a.,      n.a.,      n.a.,     -174466.14,    -65173.93, 240.683,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.27556,  2.07291836839044, -8.4155473,   49.2906,/L,   27.6817,   30.4,   2.7519,  259.375, 253.381,   Sgr,,282.33895833333327,-29.580305555555555,59994.0
 2023-Feb-20 00:00, , , 18 52 02.82, -29 30 50.1,    18 53 29.34, -29 29 11.9,  87.58370,  10.38584,        n.a.,         n.a.,      n.a.,      n.a.,     -175707.05,    -66212.73, 240.568,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.21715,  2.06801825864539, -8.5537931,   49.7005,/L,   27.8255,   45.0,   0.3039,  259.207, 252.996,   Sgr,,283.01175,-29.513916666666667,59995.0
 2023-Feb-21 00:00, , , 18 54 43.51, -29 26 41.0,    18 56 09.94, -29 24 57.7,  87.20872,  10.79628,        n.a.,         n.a.,      n.a.,      n.a.,     -176947.32,    -67252.03, 240.459,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.15869,  2.06303851089119, -8.6913106,   50.1122,/L,   27.9687,   59.5,   0.8772,  259.039, 252.614,   Sgr,,283.6812916666666,-29.44472222222222,59996.0
 2023-Feb-22 00:00, , , 18 57 23.39, -29 22 22.2,    18 58 49.74, -29 20 33.8,  86.83053,  11.20039,        n.a.,         n.a.,      n.a.,      n.a.,     -178186.90,    -68291.52, 240.355,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.10020,  2.05797958915845, -8.8279618,   50.5257,/L,   28.1113,   73.7,   4.3221,  258.873, 252.235,   Sgr,,284.3474583333333,-29.372833333333332,59997.0
 2023-Feb-23 00:00, , , 19 00 02.46, -29 17 53.7,    19 01 28.72, -29 16 00.2,  86.44966,  11.59817,        n.a.,         n.a.,      n.a.,      n.a.,     -179425.75,    -69330.93, 240.257,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.04170,  2.05284201520403, -8.9636851,   50.9409,/L,   28.2532,   87.6,  10.2209,  258.708, 251.859,   Sgr,,285.01025,-29.298250000000003,59998.0
 2023-Feb-24 00:00, , , 19 02 40.71, -29 13 15.6,    19 04 06.89, -29 11 17.0,  86.06657,  11.98966,        n.a.,         n.a.,      n.a.,      n.a.,     -180663.81,    -70369.98, 240.164,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.98319,  2.04762632573214, -9.0984874,   51.3580,/L,   28.3946,  101.0,  18.0000,  258.544, 251.486,   Sgr,,285.669625,-29.221,59999.0
 2023-Feb-25 00:00, , , 19 05 18.15, -29 08 28.2,    19 06 44.22, -29 06 24.6,  85.68166,  12.37486,        n.a.,         n.a.,      n.a.,      n.a.,     -181901.05,    -71408.39, 240.078,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.92469,  2.04233303860501, -9.2324231,   51.7768,/L,   28.5352,  113.9,  27.0481,  258.382, 251.117,   Sgr,,286.32562499999995,-29.141166666666667,60000.0
 2023-Feb-26 00:00, , , 19 07 54.75, -29 03 31.6,    19 09 20.73, -29 01 22.9,  85.29521,  12.75378,        n.a.,         n.a.,      n.a.,      n.a.,     -183137.47,    -72445.90, 239.997,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.86621,  2.03696263245529, -9.3655701,   52.1973,/L,   28.6752,  126.4,  36.8017,  258.221, 250.750,   Sgr,,286.978125,-29.058777777777777,60001.0
 2023-Feb-27 00:00, , , 19 10 30.52, -28 58 26.0,    19 11 56.41, -28 56 12.3,  84.90741,  13.12645,        n.a.,         n.a.,      n.a.,      n.a.,     -184373.06,    -73482.25, 239.922,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.80776,  2.03151553859604, -9.4980119,   52.6196,/L,   28.8145,  138.4,  46.7848,  258.061, 250.387,   Sgr,,287.62716666666665,-28.973888888888887,60002.0
 2023-Feb-28 00:00, , , 19 13 05.45, -28 53 11.4,    19 14 31.25, -28 50 52.7,  84.51840,  13.49288,        n.a.,         n.a.,      n.a.,      n.a.,     -185607.86,    -74517.17, 239.853,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.74936,  2.02599214123971, -9.6298270,   53.0436,/L,   28.9531,  150.2,  56.6132,  257.903, 250.028,   Sgr,,288.2727083333333,-28.886499999999998,60003.0
 2023-Mar-01 00:00, , , 19 15 39.53, -28 47 48.1,    19 17 05.25, -28 45 24.5,  84.12824,  13.85309,        n.a.,         n.a.,      n.a.,      n.a.,     -186841.89,    -75550.43, 239.789,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.69101,  2.02039278175387, -9.7610851,   53.4693,/L,   29.0909,  161.7,  65.9776,  257.746, 249.671,   Sgr,,288.9147083333333,-28.796694444444444,60004.0
 2023-Mar-02 00:00, , , 19 18 12.78, -28 42 16.1,    19 19 38.39, -28 39 47.7,  83.73698,  14.20709,        n.a.,         n.a.,      n.a.,      n.a.,     -188075.21,    -76581.76, 239.732,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.63273,  2.01471776376972, -9.8918475,   53.8968,/L,   29.2280,  172.9,  74.6206,  257.590, 249.318,   Sgr,,289.55325,-28.704472222222222,60005.0
 2023-Mar-03 00:00, , , 19 20 45.17, -28 36 35.7,    19 22 10.68, -28 34 02.5,  83.34465,  14.55489,        n.a.,         n.a.,      n.a.,      n.a.,     -189307.88,    -77610.92, 239.680,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.57454,  2.00896735732723,-10.0221696,   54.3260,/L,   29.3643,  175.4,  82.3159,  257.436, 248.969,   Sgr,,290.18820833333325,-28.609916666666667,60006.0
 2023-Mar-04 00:00, , , 19 23 16.71, -28 30 47.0,    19 24 42.12, -28 28 09.1,  82.95124,  14.89653,        n.a.,         n.a.,      n.a.,      n.a.,     -190539.97,    -78637.67, 239.634,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.51643,  2.00314180136828,-10.1521042,   54.7569,/L,   29.4998,  164.3,  88.8539,  257.284, 248.622,   Sgr,,290.819625,-28.513055555555557,60007.0
 2023-Mar-05 00:00, , , 19 25 47.39, -28 24 50.1,    19 27 12.69, -28 22 07.5,  82.55675,  15.23202,        n.a.,         n.a.,      n.a.,      n.a.,     -191771.58,    -79661.77, 239.594,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.45843,  1.99724130466610,-10.2817034,   55.1895,/L,   29.6345,  153.1,  94.0357,  257.133, 248.280,   Sgr,,291.4474583333333,-28.413916666666665,60008.0
 2023-Mar-06 00:00, , , 19 28 17.21, -28 18 45.2,    19 29 42.40, -28 15 58.0,  82.16113,  15.56137,        n.a.,         n.a.,      n.a.,      n.a.,     -193002.80,    -80682.98, 239.559,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.40055,  1.99126604576813,-10.4110197,   55.6239,/L,   29.7684,  141.7,  97.6746,  256.983, 247.941,   Sgr,,292.0717083333333,-28.312555555555555,60009.0
 2023-Mar-07 00:00, , , 19 30 46.17, -28 12 32.4,    19 32 11.24, -28 09 40.6,  81.76431,  15.88461,        n.a.,         n.a.,      n.a.,      n.a.,     -194233.75,    -81701.08, 239.531,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.34279,  1.98521617279812,-10.5401057,   56.0601,/L,   29.9015,  130.3,  99.6054,  256.835, 247.605,   Sgr,,292.69237499999997,-28.209,60010.0
 2023-Mar-08 00:00, , , 19 33 14.26, -28 06 11.8,    19 34 39.21, -28 03 15.5,  81.36618,  16.20174,        n.a.,         n.a.,      n.a.,      n.a.,     -195464.54,    -82715.85, 239.508,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.28518,  1.97909180404718,-10.6690118,   56.4980,/L,   30.0336,  118.6,  99.6977,  256.689, 247.273,   Sgr,,293.3094166666666,-28.10327777777778,60011.0
 2023-Mar-09 00:00, , , 19 35 41.49, -27 59 43.7,    19 37 06.31, -27 56 42.9,  80.96659,  16.51277,        n.a.,         n.a.,      n.a.,      n.a.,     -196695.31,    -83727.07, 239.491,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.22773,  1.97289303019007,-10.7977825,   56.9378,/L,   30.1649,  106.8,  97.8709,  256.544, 246.945,   Sgr,,293.9228749999999,-27.995472222222222,60012.0
 2023-Mar-10 00:00, , , 19 38 07.84, -27 53 08.2,    19 39 32.53, -27 50 02.9,  80.56533,  16.81770,        n.a.,         n.a.,      n.a.,      n.a.,     -197926.20,    -84734.53, 239.480,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.17046,  1.96661991871769,-10.9264527,   57.3793,/L,   30.2953,   94.8,  94.1078,  256.401, 246.620,   Sgr,,294.5326666666666,-27.88561111111111,60013.0
 2023-Mar-11 00:00, , , 19 40 33.31, -27 46 25.3,    19 41 57.88, -27 43 15.6,  80.16216,  17.11652,        n.a.,         n.a.,      n.a.,      n.a.,     -199157.37,    -85738.03, 239.475,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.11337,  1.96027252085312,-11.0550433,   57.8226,/L,   30.4248,   82.7,  88.4649,  256.260, 246.300,   Sgr,,295.13879166666663,-27.773694444444445,60014.0
 2023-Mar-12 00:00, , , 19 42 57.91, -27 39 35.4,    19 44 22.35, -27 36 21.2,  79.75680,  17.40922,        n.a.,         n.a.,      n.a.,      n.a.,     -200388.99,    -86737.36, 239.476,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.05648,  1.95385088093650,-11.1835565,   58.2678,/L,   30.5533,   70.3,  81.0791,  256.120, 245.982,   Sgr,,295.7412916666666,-27.65983333333333,60015.0
 2023-Mar-13 00:00, , , 19 45 21.61, -27 32 38.4,    19 46 45.93, -27 29 19.8,  79.34892,  17.69577,        n.a.,         n.a.,      n.a.,      n.a.,     -201621.22,    -87732.34, 239.482,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   92.99982,  1.94735504813824,-11.3119728,   58.7149,/L,   30.6808,   57.7,  72.1714,  255.982, 245.669,   Sgr,,296.3400416666666,-27.544,60016.0
 2023-Mar-14 00:00, , , 19 47 44.43, -27 25 34.5,    19 49 08.63, -27 22 11.6,  78.93820,  17.97614,        n.a.,         n.a.,      n.a.,      n.a.,     -202854.25,    -88722.75, 239.495,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   92.94341,  1.94078509043309,-11.4402459,   59.1638,/L,   30.8073,   44.8,  62.0514,  255.846, 245.359,   Sgr,,296.935125,-27.42625,60017.0
 2023-Mar-15 00:00, , , 19 50 06.36, -27 18 24.0,    19 51 30.43, -27 14 56.7,  78.52429,  18.25027,        n.a.,         n.a.,      n.a.,      n.a.,     -204088.27,    -89708.41, 239.513,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   92.88725,  1.93414111094093,-11.5682995,   59.6147,/L,   30.9327,   31.7,  51.1223,  255.711, 245.054,   Sgr,,297.52649999999994,-27.30666666666667,60018.0
 2023-Mar-16 00:00, , , 19 52 27.38, -27 11 06.9,    19 53 51.34, -27 07 35.4,  78.10682,  18.51812,        n.a.,         n.a.,      n.a.,      n.a.,     -205323.47,    -90689.11, 239.537,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   92.83138,  1.92742326676945,-11.6960224,   60.0675,/L,   31.0571,   18.3,  39.8845,  255.578, 244.752,   Sgr,,298.1140833333333,-27.18525,60019.0
 2023-Mar-17 00:00, , , 19 54 47.49, -27 03 43.4,    19 56 11.33, -27 00 07.7,  77.68551,  18.77965,        n.a.,         n.a.,      n.a.,      n.a.,     -206560.05,    -91664.62, 239.567,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   92.77582,  1.92063179003382,-11.8232658,   60.5223,/L,   31.1803,  4.623,  28.9310,  255.447, 244.454,   Sgr,,298.69787499999995,-27.062055555555556,60020.0
 2023-Mar-18 00:00, , , 19 57 06.69, -26 56 13.7,    19 58 30.41, -26 52 33.9,  77.26010,  19.03480,        n.a.,         n.a.,      n.a.,      n.a.,     -207798.21,    -92634.71, 239.603,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   92.72060,  1.91376700951286,-11.9498445,   60.9790,/L,   31.3023,  9.520,  18.9225,  255.318, 244.160,   Sgr,,299.277875,-26.93713888888889,60021.0
 2023-Mar-19 00:00, , , 19 59 24.97, -26 48 37.8,    20 00 48.56, -26 44 54.0,  76.83049,  19.28356,        n.a.,         n.a.,      n.a.,      n.a.,     -209038.14,    -93599.15, 239.644,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   92.66573,  1.90682936952197,-12.0755458,   61.4378,/L,   31.4232,   23.7,  10.5327,  255.191, 243.870,   Sgr,,299.85404166666666,-26.8105,60022.0
 2023-Mar-20 00:00, , , 20 01 42.32, -26 40 56.1,    20 03 05.78, -26 37 08.3,  76.39671,  19.52594,        n.a.,         n.a.,      n.a.,      n.a.,     -210280.01,    -94557.69, 239.692,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   92.61124,  1.89981944084271,-12.2001483,   61.8985,/L,   31.5428,   37.9,   4.3627,  255.065, 243.584,   Sgr,,300.4263333333333,-26.68225,60023.0
 2023-Mar-21 00:00, , , 20 03 58.73, -26 33 08.5,    20 05 22.05, -26 29 16.8,  75.95895,  19.76200,        n.a.,         n.a.,      n.a.,      n.a.,     -211524.01,    -95510.06, 239.745,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   92.55717,  1.89273791840542,-12.3234483,   62.3612,/L,   31.6610,   52.2,   0.8428,  254.941, 243.302,   Sgr,,300.9947083333333,-26.55236111111111,60024.0
